first_name,last_name,sport,location_name,lat,long,location_type
Austin,Krajicek,Tennis,"Tampa , Florida ",27.996097,-82.582035,Current residence
Chris,Eubanks,Tennis,"Atlanta , Georgia ",33.844371,-84.47405,Current residence
Marcos,Giron,Tennis,"Los Angeles , California ",33.973951,-118.248405,Current residence
Rajeev,Ram,Tennis,"Indianapolis , Indiana ",39.775092,-86.13216,Current residence
Taylor,Fritz,Tennis,"Rancho Santa Fe , California ",33.005026,-117.21569,Current residence
Coco,Gauff,Tennis,"Delray Beach, Florida",26.457598,-80.081614,Current residence
Danielle,Collins,Tennis,"Bradenton , Florida ",27.404731,-82.470456,Current residence
Chris,Bailey,Track and Field,"Atlanta, Georgia",33.844371,-84.47405,Current residence
Chris,Nilsen,Track and Field,"Vermillion, South Dakota",42.854124,-96.973318,Current residence
Clayton,Young,Track and Field,"Springville, Utah",40.180718,-111.562586,Current residence
Cole,Hocker,Track and Field,"Eugene, Oregon",44.067988,-123.080181,Current residence
Conner,Mantz,Track and Field,"Provo, Utah",40.235053,-111.695558,Current residence
Fred,Kerley,Track and Field,"Miami , Florida",25.558428,-80.458168,Current residence
Grant,Fisher,Track and Field,"Park City, Utah",40.652531,-111.501916,Current residence
Hobbs,Kessler,Track and Field,"Flagstaff, Arizona",35.287661,-111.639303,Current residence
Harrison,Williams,Track and Field,"San Francisco , California",37.776646,-122.417481,Current residence
Heath,Baldwin,Track and Field,"East Lansing , Michigan ",42.763888,-84.458771,Current residence
Jacob,Wooten,Track and Field,"College Station , Texas ",30.609093,-96.325984,Current residence
Joe,Kovacs,Track and Field,"Brentwood, Tennessee",35.874553,-86.907565,Current residence
Kenny,Bednarek,Track and Field,"Orlando, Florida",28.545179,-81.373291,Current residence
Leonard,Korir,Track and Field,"Colorado Springs, Colorado ",38.828893,-104.809929,Current residence
Nico,Young,Track and Field,"Flagstaff, Arizona",35.287661,-111.639303,Current residence
Noah,Lyles,Track and Field,"Clermont, Florida",28.584025,-81.779423,Current residence
Payton,Otterdahl,Track and Field,"Rosemount , Minnesota ",44.73941,-93.12577,Current residence
Ryan,Crouser,Track and Field,"Fayetteville, Arkansas ",35.974602,-94.190997,Current residence
Sam,Kendricks,Track and Field,"Oxford, Mississippi",34.330814,-89.483519,Current residence
Woody,Kincaid,Track and Field,"Flagstaff, Arizona",35.287661,-111.639303,Current residence
Yared,Nuguse,Track and Field,"Louisville, Kentucky",38.25247,-85.753812,Current residence
Zach,Ziemek,Track and Field,"Madison, Wisconsin",43.060926,-88.230636,Current residence
Aaliyah,Butler,Track and Field,"Atlanta , Georgia",33.844371,-84.47405,Current residence
Alexis,Holmes,Track and Field,"Orlando , Florida ",28.545179,-81.373291,Current residence
Annette,Echikunwoke,Track and Field,"Indianaplois , Indiana ",39.775092,-86.13216,Current residence
DeAnna,Price,Track and Field,"Carbondale , Illinois",37.739004,-89.209109,Current residence
Emily,Sisson,Track and Field,"Scottsdale, Arizona",33.534451,-111.887354,Current residence
Fiona,O'Keeffe,Track and Field,"Chapell Hill, North Carolina",36.004647,-79.054475,Current residence
Melissa,Jefferson,Track and Field,"Conway , South Carolina ",33.868775,-78.948287,Current residence
Sha'Carri,Richardson,Track and Field,"Dallas , Texas ",32.781179,-96.790329,Current residence
Teetee,Terry,Track and Field,"Miami , Florida ",25.558428,-80.458168,Current residence
Vashti,Cunningham,Track and Field,"Las Vegas, Nevada",36.17372,-115.10647,Current residence
Morgan,Pearson,Triathlon,"Boulder, Colorado",40.049468,-105.201421,Current residence
Taylor,Knibb,Triathlon,"Boulder, Colorado",40.049468,-105.201421,Current residence
Micah,Christenson,Volleyball,"Redondo Beach, California",33.830006,-118.387124,Current residence
Lauren,Carlini,Volleyball,"Madison , Wisconsin ",43.060926,-88.230636,Current residence
Jordan,Larson,Volleyball,"Anaheim , California",33.844983,-117.952151,Current residence
Chiaka,Ogbogu,Volleyball,"Austin , Texas ",30.268335,-97.741382,Current residence
Kathryn,Plummer,Volleyball,"Imoco Volley , Italy ",32.189616,-96.873872,Current residence
Jordyn,Poulter,Volleyball,"Imoco Volley , Italy ",32.189616,-96.873872,Current residence
Dana,Rettke,Volleyball,"Vero Valley , Italy ",32.189616,-96.873872,Current residence
Kelsey,Robinson Cook,Volleyball,"Los Angeles , California",33.973951,-118.248405,Current residence
Jordan,Thompson,Volleyball,"Instanbul , Turkey ",34.394837,-100.892561,Current residence
Avery,Skinner,Volleyball,"Austin , Texas ",30.268335,-97.741382,Current residence
Haleigh,Washington,Volleyball,"Colorado Springs , Colorado ",38.828893,-104.809929,Current residence
Amanda,Longan,Water Polo,"Long Beach , California",33.756024,-118.201101,Current residence
Ashleigh,Johnson,Water Polo,"Seal Beach, California",33.74141,-118.10479,Current residence
Jenna,Flynn,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Jewel,Roemer,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Kaleigh,Gilchrist,Water Polo,"Newport Beach, California",33.640302,-117.769442,Current residence
Maggie,Steffens,Water Polo,"Long Beach, California",33.756024,-118.201101,Current residence
Madeline,Musselman,Water Polo,"Newport Beach, California",33.640302,-117.769442,Current residence
Rachel,Fattal,Water Polo,"Seal Beach, California",33.74141,-118.10479,Current residence
Ryann,Neushul,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Adrian,Weinberg,Water Polo,"Berkeley , California",37.864425,-122.28713,Current residence
Alex,Bowen,Water Polo,"San Diego, California",32.724103,-117.170912,Current residence
Alex,Obert,Water Polo,"Orange, California",33.640302,-117.769442,Current residence
Ben,Hallock,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Chase,Dodd,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Drew,Holland,Water Polo,"Orinda, California",37.87715,-122.17969,Current residence
Dylan,Woodhead,Water Polo,"San Rafael , California",37.970948,-122.504286,Current residence
Hannes,Daube,Water Polo,"Long Beach, California",33.756024,-118.201101,Current residence
Johnny,Hooper,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Luca,Cupido,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Marko,Vavic,Water Polo,"Los Angeles, California",33.973951,-118.248405,Current residence
Max,Irving,Water Polo,"Long Beach, California",33.756024,-118.201101,Current residence
Ryder,Dodd,Water Polo,"Long Beach, California",33.756024,-118.201101,Current residence
Hampton,Morris,Weightlifting,"Marietta , Georgia ",33.912473,-84.557181,Current residence
Wes,Kitts,Weightlifting,"Sacramento , California ",38.377411,-121.444429,Current residence
Jourdan,Delacruz,Weightlifting,"Lawrenceville, Georgia",34.00309,-84.012608,Current residence
Mary,Theisen-Lappen,Weightlifting,"Bloomington , Indiana ",39.07881,-86.435094,Current residence
Olivia,Reeves,Weightlifting,"Chattanooga, Tennessee",35.017818,-85.206426,Current residence
Amit,Elor,Wrestling,"Walnut Creek , California",37.873343,-122.070625,Current residence
Dom,Parrish,Wrestling,"Tempe, Arizona",33.401395,-111.931298,Current residence
Kayla,Miracle,Wrestling,"Tempe, Arizona",33.401395,-111.931298,Current residence
Sarah,Hildebrandt,Wrestling,"Colorado Springs, Colorado",38.828893,-104.809929,Current residence
Kyle,Snyder,Wrestling,"Mechanicsburg , Pennsylvania ",40.182917,-77.004599,Current residence
Zain,Retherford,Wrestling,"State College, Pennsylvania ",40.77893,-77.841359,Current residence
Colin,Duffy,Sport Climbing,"Broomfied, Colorado",38.993867,-105.508319,Current residence
